id_de_compañia,niu,id_contrato,nombre_de_la_compañia,operador_de_red,ciudad,direccion,medidor,ip,apn
Frt57950,18804391,19366.0,Copservir Ltda DIAGONAL 12 CR 20 - 2 APTO 2,AIRE CARIBE_SOL,FONSECA,DIAGONAL 12 CR 20 - 2 APTO 2,37295667986.0,10.87.220.110,BIA.CLARO.COM.CO
Frt57952,18351184,19392.0,Copservir Ltda SECTOR 1 # LOCAL - 1,AIRE CARIBE_SOL,SANTA MARTA,SECTOR 1 # LOCAL - 1,23101322.0,10.196.56.50,BIA.TIGO.COM
Frt58829,17822108,19389.0,Copservir Ltda CR 14 24-17,AFINIA CARIBE_MAR,MONTERÍA,CR 14 24-17,23061235.0,10.205.65.193,BIAENERGY.WOM.CO
Frt57303,680659,17323.0,Miniso Colombia S.A KR 17 A NO 122 08 AP 100,ENEL CUNDINAMARCA,Bogotá D.C.,KR 17 A NO 122 08 AP 100,23101294.0,10.196.58.151,BIA.TIGO.COM
Frt58737,1338821,17558.0,Q130,ESSA SANTANDER,BUCARAMANGA,TRV 93 34 99 LOC L 0280 CCO CACIQUE,23101265.0,10.196.58.84,BIA.TIGO.COM
Frt59442,108832,17512.0,Q135,CEDENAR NARIÑO,PASTO,CALLE 18 CARRERA 22 - 40 DIV 1 - CENTRO,23061134.0,10.205.64.41,BIAENERGY.WOM.CO
Frt57284,2117482,17320.0,Miniso Colombia S.A CRA 2 34 15 L 0138 MINISO CC NUESTRO CARTAGO,EEP CARTAGO,CARTAGO,CRA 2 34 15 L 0138 MINISO CC NUESTRO CARTAGO,23061080.0,10.196.2.125,BIA.TIGO.COM
Frt57283,1813609,17317.0,Miniso Colombia S.A CRA 2 33 33 LOCA 0136 C.C NUESTRO CTG MAT:19,EEP CARTAGO,CARTAGO,CRA 2 33 33 LOCA 0136 C.C NUESTRO CTG MAT:19,37243187756.0,10.196.4.196,BIA.TIGO.COM
Frt57285,1813410,17318.0,Miniso Colombia S.A CRA 2 33 33 L 0132 - STILO JUDA C.C NUESTRO,EEP CARTAGO,CARTAGO,CRA 2 33 33 L 0132 - STILO JUDA C.C NUESTRO,23041222.0,10.196.6.63,BIA.TIGO.COM
Frt58894,1347489,16039.0,CLASSIC JEANS SHOPS S.A.S. TRV ORIENTAL 90 182 LOC 224 CCO CACIQUE PORTON DEL TEJ,ESSA SANTANDER,BUCARAMANGA,TRV ORIENTAL 90 182 LOC 224 CCO CACIQUE PORTON DEL TEJ,23101274.0,10.196.58.89,BIA.TIGO.COM
Frt58805,21137523,19346.0,Copservir Ltda CL 47 3-620 LOC 2,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 47 3-620 LOC 2,23041284.0,10.196.55.192,BIA.TIGO.COM
Frt58973,18257765,19398.0,Copservir Ltda CR 8 CL 29 - 25,AIRE CARIBE_SOL,SANTA MARTA,CR 8 CL 29 - 25,23041275.0,10.196.58.53,BIA.TIGO.COM
Frt57948,946506350,11847.0,De Moda Sas 15-LA ESTRELLA - CARRERA QUINTA,ELECTROHUILA HUILA,NEIVA,15-LA ESTRELLA - CARRERA QUINTA,23041266.0,10.87.210.78,BIA.CLARO.COM.CO
Frt58912,21250581,17238.0,IPS INTEGRAL CLINICAL CARE S.A.S CR 26 MZ E-25 P 2 APTO 2,AFINIA CARIBE_MAR,TURBACO,CR 26 MZ E-25 P 2 APTO 2,23061346.0,10.196.72.221,BIA.TIGO.COM
Frt58903,17538944,19354.0,Copservir Ltda CL 70 4-8 P 1 APTO 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 70 4-8 P 1 APTO 1,23081128.0,10.196.72.106,BIA.TIGO.COM
Frt58905,17063770,19390.0,Copservir Ltda CL 25 17-26 P 1 APTO 01,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 25 17-26 P 1 APTO 01,37243185883.0,10.87.213.57,BIA.CLARO.COM.CO
Frt63714,21087841,18311.0,SOLGAST SAS CL 35 A  MZ N-3 URB LA GRANJA,AFINIA CARIBE_MAR,TURBACO,CL 35 A  MZ N-3 URB LA GRANJA,23021093.0,10.196.56.250,BIA.TIGO.COM
Frt58726,18181534,19343.0,Copservir Ltda CL VICENTE GARCIA 6-37 P 1 LOC 2,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL VICENTE GARCIA 6-37 P 1 LOC 2,23081122.0,10.196.72.43,BIA.TIGO.COM
Frt57786,18508479,18290.0,JUANAUTOS EL CERRO SAS CL 29B 18A-209,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 29B 18A-209,23103151.0,10.196.72.45,BIA.TIGO.COM
Frt58724,18236206,19381.0,Copservir Ltda CL 30 66-46 P 1 LOC 01,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 30 66-46 P 1 LOC 01,23081112.0,10.196.72.27,BIA.TIGO.COM
Frt58901,17184168,19406.0,Copservir Ltda CR 56B MZ F-16 P 1 LOC 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 56B MZ F-16 P 1 LOC 1,23081127.0,10.196.72.132,BIA.TIGO.COM
Frt58828,19537007,19375.0,"Copservir Ltda SECTOR RAMBLAS CENT-1 LOC 110 URB.BARCELONA DE INDIAS
",AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,"SECTOR RAMBLAS CENT-1 LOC 110 URB.BARCELONA DE INDIAS
",23081019.0,10.196.72.207,BIA.TIGO.COM
Frt58739,19492419,19407.0,GIANNI LIBERO CL 8 CR 3-30 DPL AL3272,AIRE CARIBE_SOL,SANTA MARTA,CL 8 CR 3-30 DPL AL3272,23081021.0,10.87.219.251,BIA.TIGO.COM
Frt57230,3995147,18461.0,Decathlon Colombia S.A.S AVENIDA CALLE 19 NO 28 - 28 LOCAL A158,ENEL CUNDINAMARCA,Bogotá D.C.,AVENIDA CALLE 19 NO 28 - 28 LOCAL A158,23123103.0,10.87.212.11,BIA.CLARO.COM.CO
Frt57266,221085,15989.0,Altipal SAS VIA EDEN BOD 3 BOD MONTE CARLO - ARMENIA,EDEQ QUINDIO,ARMENIA,VIA EDEN BOD 3 BOD MONTE CARLO - ARMENIA,23041223.0,10.196.6.37,BIA.TIGO.COM
Frt58810,18109993,19395.0,Copservir Ltda CL 17 CR 16-9 LOC 8,AFINIA CARIBE_MAR,AGUSTÍN CODAZZI,CL 17 CR 16-9 LOC 8,23041181.0,10.196.7.17,BIA.TIGO.COM
Frt31340,1630159,13376.0,SUPER NUEVO MILENIO KR 68B 24 39 IN 6 AP 201,ENEL CUNDINAMARCA,Bogotá D.C.,KR 68B 24 39 IN 6 AP 201,23101239.0,10.196.58.187,BIA.TIGO.COM
Frt31522,676785,13390.0,SUPER NUEVO MILENIO AK 15 123 30 PI 2 LC 19,ENEL CUNDINAMARCA,Bogotá D.C.,AK 15 123 30 PI 2 LC 19,23081129.0,10.196.72.82,BIA.TIGO.COM
Frt11163,1269450,16172.0,INDUSTRIAS MACAR CL 2 TV 3-83 La Dolores,CELSIA_VALLE VALLE,PALMIRA,CL 2 TV 3-83 La Dolores,23113001.0,10.87.214.106,BIA.CLARO.COM.CO
Frt35190,19384964,15877.0,Bespoke Colombia SAS CL 2  DE BADILLO 36 125,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 2  DE BADILLO 36 125,23101302.0,10.87.212.169,BIA.CLARO.COM.CO
Frt14269,613409,17305.0,Miniso Colombia S.A CL 94B CR 56-57,ENEL CUNDINAMARCA,Bogotá D.C.,CL 94B CR 56-57,23123102.0,10.196.58.80,BIA.TIGO.COM
Frt21382,317562,17577.0,Q28,EMCALI CALI,CALI,CL 13 7 68,23101140.0,10.87.208.81,BIA.CLARO.COM.CO
Frt57958,17949323,18570.0,AVIPOULET DE LA COSTA CR 15 20B-41 P 1 LOC 161,AFINIA CARIBE_MAR,VALLEDUPAR,CR 15 20B-41 P 1 LOC 161,23081192.0,10.196.59.20,BIA.TIGO.COM
Frt57265,,,AGPE PRIMAX COLOMBIA SA - Facatativa,ENEL CUNDINAMARCA,FACATATIVÁ,VEREDA MANCILLA VÍA FACA-LA VEGA KILÓMETRO 5,23113060.0,10.87.216.42,BIA.CLARO.COM.CO
Frt52788,,,AGPE INDUSTRIAS MACAR PALMIRA,CELSIA_VALLE VALLE,PALMIRA,Tv 4 Cl 0- 161 La Dolores,23113092.0,10.196.58.86,BIA.TIGO.COM
Frt58818,19816310,19396.0,Copservir Ltda CL 1 CR 25-85 LOC 10,AFINIA CARIBE_MAR,VALLEDUPAR,CL 1 CR 25-85 LOC 10,37243187533.0,10.87.217.10,BIA.CLARO.COM.CO
Frt58718,19105957,19296.0,Texvigar SAS CL 23 CR 6 - 18 PISO 1 APTO 28 AO7692,AIRE CARIBE_SOL,SANTA MARTA,CL 23 CR 6 - 18 PISO 1 APTO 28 AO7692,23041152.0,10.196.6.239,BIA.TIGO.COM
Frt58771,888749978,18300.0,GAK GROUP SAS CC Mall PLAZA MANIZALES B2081,CHEC CALDAS,MANIZALES,CC Mall PLAZA MANIZALES B2081,23063068.0,10.196.2.134,BIA.TIGO.COM
Frt74701,19588207,17934.0,Hotel Coral Cr 6 Cl 21d - 31,AIRE CARIBE_SOL,SANTA MARTA,CR 4 CL 21D - 31,23113062.0,10.87.208.255,BIA.CLARO.COM.CO
Frt59324,18668572,18782.0,REPRESENTACIONES VILLAZON-GARCIA Y CIA. LTDA. DG 10 6N-15 LOC 115,AFINIA CARIBE_MAR,VALLEDUPAR,DG 10 6N-15 LOC 115,23081197.0,10.196.59.3,BIA.TIGO.COM
Frt58900,19380039,19351.0,Copservir Ltda CR 2 7-179 P 1 LOC 3,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 2 7-179 P 1 LOC 3,23081069.0,10.87.209.231,BIA.CLARO.COM.CO
Frt58779,17679524,19344.0,Copservir Ltda CR 3 5A-16 P 1 LOC 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 3 5A-16 P 1 LOC 1,23081044.0,10.196.7.22,BIA.TIGO.COM
Frt58820,18534189,19370.0,Copservir Ltda CR 1 10-130 P 1 LOC 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 1 10-130 P 1 LOC 1,23061333.0,10.196.58.52,BIA.TIGO.COM
Frt58821,18345359,19401.0,Copservir Ltda CL 16 CR 2-33,AFINIA CARIBE_MAR,SANTIAGO DE TOLÚ,CL 16 CR 2-33,37243186873.0,10.196.59.8,BIA.TIGO.COM
Frt58782,18404523,19357.0,Copservir Ltda CL 29D 20A-101 P 1 LOC 2,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 29D 20A-101 P 1 LOC 2,23081124.0,10.196.72.6,BIA.TIGO.COM
Frt60319,17344012,11860.0,De Moda Sas CR 5 # CL 13 - 25 DPL AO479,AIRE CARIBE_SOL,SANTA MARTA,CR 5 # CL 13 - 25 DPL AO479,23041205.0,10.196.7.58,BIA.TIGO.COM
Frt58725,17941348,19345.0,Copservir Ltda CR 19 7-14,AFINIA CARIBE_MAR,VALLEDUPAR,CR 19 7-14,23081098.0,10.196.72.50,BIA.TIGO.COM
Frt58824,18007323,19371.0,Copservir Ltda CR 18D 22C-6,AFINIA CARIBE_MAR,VALLEDUPAR,CR 18D 22C-6,23041257.0,10.196.6.108,BIA.TIGO.COM
Frt60517,18853216,17510.0,Q84,AIRE CARIBE_SOL,SANTA MARTA,CL 16 CR 5 - 17 LOC 03 AO4453,23081186.0,10.196.59.17,BIA.TIGO.COM
Frt58904,18533571,19378.0,Copservir Ltda CL 31 54-215 BLOQ 2 P1 LOC 63,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 31 54-215 BLOQ 2 P1 LOC 63,23081114.0,10.196.6.69,BIA.TIGO.COM
Frt58723,18484284,19402.0,Copservir Ltda CR 15 10-15 P 1 APTO 1,AFINIA CARIBE_MAR,MARÍA LA BAJA,CR 15 10-15 P 1 APTO 1,23081169.0,10.196.58.233,BIA.TIGO.COM
Frt58766,17169186,19377.0,Copservir Ltda CR 50 29E-26 P 1 LOC 2,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 50 29E-26 P 1 LOC 2,23081115.0,10.87.211.60,BIA.CLARO.COM.CO
Frt58902,17160281,19348.0,Copservir Ltda CL 31 MZ4-11 P 1 LOC 2,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 31 MZ4-11 P 1 LOC 2,23061347.0,10.196.72.223,BIA.TIGO.COM
Frt58899,17426447,19380.0,Copservir Ltda CL 17 19-6,AFINIA CARIBE_MAR,TURBACO,CL 17 19-6,37243186550.0,10.87.211.173,BIA.CLARO.COM.CO
Frt58847,17198395,19383.0,Copservir Ltda CL 31 82-8 P 1 LOC 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 31 82-8 P 1 LOC 1,23081102.0,10.87.211.89,BIA.CLARO.COM.CO
Frt58931,17812190,20098.0,FRIO COSTA S. A. CR 9 26-20 BARRIO CHUCHURUBI MONTERIA,AFINIA CARIBE_MAR,MONTERÍA,CR 9 26-20 BARRIO CHUCHURUBI MONTERIA,23041316.0,10.196.56.64,BIA.TIGO.COM
Frt57336,1146528,12720.0,DAVID ANTONIO GOMEZ VILLEGAS CR 20 7 SN 120 REMEDIOS,CELSIA_VALLE VALLE,DAGUA,CR 20 7 SN 120 REMEDIOS,23101136.0,10.196.55.239,BIA.TIGO.COM
Frt57302,7573479,17288.0,Miniso Colombia S.A AK 86 NO 55 A 75 L 1179,ENEL CUNDINAMARCA,Bogotá D.C.,AK 86 NO 55 A 75 L 1179,23101343.0,10.196.58.43,BIA.TIGO.COM
Frt58867,17215788,19349.0,Copservir Ltda CR 43 CL 72 - 27 PISO 1 APTO 05,AIRE CARIBE_SOL,BARRANQUILLA,CR 43 CL 72 - 27 PISO 1 APTO 05,23081154.0,10.196.58.195,BIA.TIGO.COM
Frt58898,21113537,18444.0,PREMIUM CARE HOSPITALITY S.A.S. CR 112-120TORR H2 APTO 2308,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 112-120TORR H2 APTO 2308,23041190.0,10.87.211.99,BIA.CLARO.COM.CO
Frt60366,19281590,17937.0,PAN KING 2 -JOSE ALEJANDRO GIRALDO CR 16 CL 17-93,AFINIA CARIBE_MAR,TURBACO,CR 16 CL 17-93,23061157.0,10.196.71.96,BIA.TIGO.COM
Frt58896,21141479,18447.0,PREMIUM CARE HOSPITALITY S.A.S. CR 112-120TORR H2 APTO 2106,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 112-120TORR H2 APTO 2106,23101257.0,10.196.57.190,BIA.TIGO.COM
Frt58863,17275904,19364.0,Copservir Ltda CR 43B CL 82 - 221 BLO 1 PISO 1 APTO 3,AIRE CARIBE_SOL,BARRANQUILLA,CR 43B CL 82 - 221 BLO 1 PISO 1 APTO 3,23081151.0,10.196.58.196,BIA.TIGO.COM
Frt31341,1630175,13380.0,SUPER NUEVO MILENIO KR 68B 24 39 IN 6 AP 201,ENEL CUNDINAMARCA,Bogotá D.C.,KR 68B 24 39 IN 6 AP 201,23101249.0,10.196.58.206,BIA.TIGO.COM
Frt58895,21113669,18445.0,PREMIUM CARE HOSPITALITY S.A.S. CR 112-120TORR H2 APTO 2705,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 112-120TORR H2 APTO 2705,23041177.0,10.196.5.134,BIA.TIGO.COM
Frt58897,21107577,18446.0,PREMIUM CARE HOSPITALITY S.A.S. CR 112-120 TORR H2 APTO 1705,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 112-120 TORR H2 APTO 1705,23081206.0,10.87.209.65,BIA.CLARO.COM.CO
Frt27953,14213839,16105.0,INVERPACK S.A.S Bodega 1001,EMCALI CALI,YUMBO,CR 37 10- 303 Bodega 1001,23113093.0,10.196.3.214,BIA.TIGO.COM
Frt26229,14048371,16104.0,INVERPACK S.A.S Bodega 1903-1904,EMCALI CALI,YUMBO,CR 37 10- 303 Bodega 1903-1904,23123087.0,10.196.58.24,BIA.TIGO.COM
Frt58906,19538839,18448.0,PREMIUM CARE HOSPITALITY S.A.S. CR 7 5-16 P 22 APTO 22BD,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 7 5-16 P 22 APTO 22BD,23041322.0,10.196.7.41,BIA.TIGO.COM
Frt57361,361,15951.0,Altipal SAS CRA 8 129-45 VIA SALADO,CELSIA_TOLIMA TOLIMA,IBAGUÉ,CRA 8 129-45 VIA SALADO,23123104.0,10.196.58.104,BIA.TIGO.COM
Frt59956,2651351,17521.0,Q14,CETSA TULUA,TULUÁ,"CR 19 28SN 370 LOC F1 PUEBLO NUEVO, TULUA",23101301.0,10.196.58.168,BIA.TIGO.COM
Frt57380,6285113,17286.0,Miniso Colombia S.A Cl 19 NO 02 A 02 Lc 102,ENEL CUNDINAMARCA,Bogotá D.C.,Cl 19 NO 02 A 02 Lc 102,37265480071.0,10.87.211.163,BIA.CLARO.COM.CO
Frt57397,1957262,17527.0,Q106,CELSIA_VALLE VALLE,SEVILLA,"CR 51 52 11 TRES DE MAYO, SEVILLA",23081048.0,10.87.209.211,BIA.CLARO.COM.CO
Frt57398,1957256,17528.0,Q106,CELSIA_VALLE VALLE,SEVILLA,"CR 51 52 5 TRES DE MAYO, SEVILLA",23101138.0,10.87.208.12,BIA.CLARO.COM.CO
Frt57305,4001363,17283.0,Miniso Colombia S.A AC 19 NO 28 80 LC A138,ENEL CUNDINAMARCA,Bogotá D.C.,AC 19 NO 28 80 LC A138,23041212.0,10.196.4.57,BIA.TIGO.COM
Frt40029,21135098,19473.0,Oportunidad Hoteles Sites L-G CR 6 CL 65 24,AFINIA CARIBE_MAR,MONTERÍA,CR 6 CL 65 24,23113117.0,10.196.58.27,BIA.TIGO.COM
Frt60625,635997,12695.0,Referencias Plásticas CL 10 17 39,EMCALI CALI,CALI,CL 10 17 39,23061099.0,10.196.2.159,BIA.TIGO.COM
Frt60637,635987,12696.0,Referencias Plásticas CL 10 17 51,EMCALI CALI,CALI,CL 10 17 51,23061068.0,10.87.216.1,BIA.CLARO.COM.CO
Frt57960,152357,19796.0,Alivital CL 47 A SUR NO 28 64,ENEL CUNDINAMARCA,Bogotá D.C.,CL 47 A SUR NO 28 64,23101267.0,10.196.58.73,BIA.TIGO.COM
Frt01624,2455318,17169.0,MUKIS SAS Av Americas No 40 50,ENEL CUNDINAMARCA,Bogotá D.C.,Av Americas No 40 50,23113046.0,10.196.72.121,BIA.TIGO.COM
Frt59536,19992635,18891.0,Oportunidad Spray Solutions CARRT DE LA CORDIALIDAD # 114 - 250 BDGA 38A,AIRE CARIBE_SOL,BARRANQUILLA,CARRT DE LA CORDIALIDAD # 114 - 250 BDGA 38A,23113017.0,10.196.57.178,BIA.TIGO.COM
Frt58986,12986699,17299.0,Miniso Colombia S.A CL 23A # CR 11 - 103 LOC 1,AIRE CARIBE_SOL,SANTA MARTA,CL 23A # CR 11 - 103 LOC 1,23103032.0,10.196.4.43,BIA.TIGO.COM
Frt57687,2110533,18460.0,Decathlon Colombia S.A.S AVD 30 AGOSTO 33 54 L DECLATHON POR AV 30 DE,EEP Pereira,PEREIRA,AVD 30 AGOSTO 33 54 L DECLATHON POR AV 30 DE,23123095.0,10.196.58.110,BIA.TIGO.COM
Frt21015,319048,17578.0,Q31,EMCALI CALI,CALI,CL 15 4 62,37243188317.0,10.196.58.175,BIA.TIGO.COM
Frt57788,3414619,17526.0,Q89-3,CELSIA_VALLE VALLE,PALMIRA,CL 42 #39 68 LOC 105 CC UNICENTRO,23101086.0,10.87.208.64,BIA.CLARO.COM.CO
Frt58864,17192106,19372.0,Copservir Ltda CL 31 30D-50 LOC 1,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 31 30D-50 LOC 1,23081118.0,10.87.210.24,BIA.CLARO.COM.CO
Frt59339,18369093,15743.0,PLASTICOS DE COLOMBIA CB S.A.S. CR 67B 4B-75,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 67B 4B-75,23113083.0,10.196.5.139,BIA.TIGO.COM
Frt57401,,,AGPE METROPOLITANA DE COMBUSTIBLES,AIRE CARIBE_SOL,SOLEDAD,AVE CIRC 43-75,23103045.0,10.196.4.63,BIA.TIGO.COM
Frt58795,3821843,20509.0,Farmatodo 7 KR 11 NO 99 61,ENEL CUNDINAMARCA,Bogotá D.C.,KR 11 NO 99 61,23102035.0,10.196.55.207,BIA.TIGO.COM
Frt57976,2741635,13165.0,DLK SAS 2 KR 7A NO 52 21 LC101,ENEL CUNDINAMARCA,Bogotá D.C.,KR 7A NO 52 21 LC101,23101227.0,10.196.58.160,BIA.TIGO.COM
Frt59426,18375411,19359.0,Copservir Ltda CL 7 CR 2A-56,AFINIA CARIBE_MAR,EL BANCO,CL 7 CR 2A-56,23081165.0,10.196.59.11,BIA.TIGO.COM
Frt58719,2529889,20507.0,Farmatodo 7 AC 24 NO 59 20 LC 1,ENEL CUNDINAMARCA,Bogotá D.C.,AC 24 NO 59 20 LC 1,23102054.0,10.196.6.30,BIA.TIGO.COM
Frt58959,17053509,17236.0,IPS INTEGRAL CLINICAL CARE S.A.S CR 21 A 29B - 22,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 21 A 29B - 22,23041151.0,10.196.7.3,BIA.TIGO.COM
Frt59357,412876512,15950.0,Altipal SAS CRA 27 48A 60 - VERSALLES,CHEC CALDAS,MANIZALES,CRA 27 48A 60 - VERSALLES,23102072.0,10.196.6.45,BIA.TIGO.COM
Frt59537,349035,12519.0,El Templo de la Moda Fresca SAS CRA 9 4 47 CENTRO,ESSA SANTANDER,FLORIDABLANCA,CRA 9 4 47 CENTRO,23081156.0,10.196.58.231,BIA.TIGO.COM
Frt57953,1597602,20370.0,QUASFAR Calle 46A # 82 -54,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 46A # 82 -54,23103278.0,10.196.6.197,BIA.TIGO.COM
Frt80603,7822402,19530.0,MEDIPORT S.A.S. CL 127 A NO 7A 36 SC,ENEL CUNDINAMARCA,Bogotá D.C.,CL 127 A NO 7A 36 SC,23103272.0,10.87.213.102,BIA.CLARO.COM.CO
Frt58989,888226864,18459.0,Decathlon Colombia S.A.S CRA 14 AVD KEVIN ANGEL 55 D 251 LOC A 1169 VILLA DEL RIO,CHEC CALDAS,MANIZALES,CRA 14 AVD KEVIN ANGEL 55 D 251 LOC A 1169 VILLA DEL RIO,23083115.0,10.196.4.29,BIA.TIGO.COM
Frt58720,2505161,20511.0,Farmatodo 7 CL 140 NO 13 29,ENEL CUNDINAMARCA,Bogotá D.C.,CL 140 NO 13 29,23101304.0,10.196.55.251,BIA.TIGO.COM
Frt59463,17583420,19355.0,Copservir Ltda TR 3B 15-5,AFINIA CARIBE_MAR,MAGANGUÉ,TR 3B 15-5,23041197.0,10.196.7.42,BIA.TIGO.COM
Frt59425,17596015,19356.0,Copservir Ltda CL 16 CR 16-4 P 1 LOC 1,AFINIA CARIBE_MAR,MAGANGUÉ,CL 16 CR 16-4 P 1 LOC 1,37299686677.0,172.24.8.185,XMAASRTIOT
Frt59465,18541175,11863.0,De Moda Sas CR 2 34-61 LOC 111,AFINIA CARIBE_MAR,MONTERÍA,CR 2 34-61 LOC 111,23081193.0,10.196.58.241,BIA.TIGO.COM
Frt59466,18543814,11846.0,De Moda Sas CR 2 34-61 LOC 102,AFINIA CARIBE_MAR,MONTERÍA,CR 2 34-61 LOC 102,23081187.0,10.196.59.1,BIA.TIGO.COM
Frt59507,19215351,19388.0,Copservir Ltda CR 19 CL 9A - 4,AIRE CARIBE_SOL,SANTA MARTA,CR 19 CL 9A - 4,23041276.0,10.196.6.89,BIA.TIGO.COM
Frt59464,18549020,11854.0,De Moda Sas CR 2 34-61 LOC 101,AFINIA CARIBE_MAR,MONTERÍA,CR 2 34-61 LOC 101,23081194.0,10.196.59.2,BIA.TIGO.COM
Frt58774,666995,13164.0,DLK SAS 2 CL 145 NO 13 22 AP 200,ENEL CUNDINAMARCA,Bogotá D.C.,CL 145 NO 13 22 AP 200,23041293.0,10.196.55.242,BIA.TIGO.COM
Frt58971,7801425,21140.0,Sunshine Bouquet MNR - FINCA CAMPO ALEGRE MNR,ENEL CUNDINAMARCA,LENGUAZAQUE,MP LENGUAZQUE VDA SAN FIEGO FC CAMPO ALEGRE,23123173.0,10.196.56.16,BIA.TIGO.COM
Frt58975,7895237,21144.0,Sunshine Bouquet 9 - FINCA CAMPO ALEGRE 1,ENEL CUNDINAMARCA,LENGUAZAQUE,MP LENGUAZAQUE,23123181.0,10.196.56.26,BIA.TIGO.COM
Frt59428,538516644,15949.0,Altipal SAS CLL 15 SUR N 5-96 BG TOSCAN,ELECTROHUILA HUILA,NEIVA,CLL 15 SUR N 5-96 BG TOSCAN,23101308.0,10.196.6.189,BIA.TIGO.COM
Frt74094,17408456,17248.0,HOTEL MACONDO MAG,AIRE CARIBE_SOL,FUNDACIÓN,CR 9 CL 5 - 86 DPL DL8197,23103047.0,10.196.4.55,BIA.TIGO.COM
Frt59400,17339837,19224.0,SUBS CORP S.A.S. CL 19 # CR 3 - 31 DPL AO5834,AIRE CARIBE_SOL,SANTA MARTA,CL 19 # CR 3 - 31 DPL AO5834,23061340.0,10.196.3.175,BIA.TIGO.COM
Frt59506,19279035,11852.0,De Moda Sas CR 5 # CL 13 - 15 DPL AO450,AIRE CARIBE_SOL,SANTA MARTA,CR 5 # CL 13 - 15 DPL AO450,23101448.0,10.196.71.49,BIA.TIGO.COM
Frt58722,635758,19741.0,Tutaa SAS KR 57 A NO 94B 81,ENEL CUNDINAMARCA,Bogotá D.C.,KR 57 A NO 94B 81,23101306.0,10.196.6.173,BIA.TIGO.COM
Frt59477,21106482,17301.0,Miniso Colombia S.A DG 10 6N-15 LOC 1027,AFINIA CARIBE_MAR,VALLEDUPAR,DG 10 6N-15 LOC 1027,23041176.0,10.196.7.25,BIA.TIGO.COM
Frt59478,21106483,17321.0,Miniso Colombia S.A DG 10 6N-15 LOC 1029,AFINIA CARIBE_MAR,VALLEDUPAR,DG 10 6N-15 LOC 1029,23041175.0,10.196.7.30,BIA.TIGO.COM
Frt31957,14516906,16101.0,AMAREY NOVA MEDICAL S.A. Bodega  1103,EMCALI CALI,YUMBO,CR 37 10- 303 Bodega  1103,23113077.0,10.196.57.229,BIA.TIGO.COM
Frt58908,2486061,21107.0,SYGLA COLOMBIA LTDA KR 3 # 56-58 Cazuca Soacha,ENEL CUNDINAMARCA,SOACHA,KR 3 # 56-58 Cazuca Soacha,23123116.0,10.196.56.245,BIA.TIGO.COM
Frt58929,17523610,17006.0,Inversiones hoteleras WG Cartagena SAS.  CR 1 62-69,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 1 62-69 P 1 APTO 2,23123025.0,10.196.72.104,BIA.TIGO.COM
Frt59495,21402892,15998.0,Acuacultura CARRETERA PUENTE AMARILLO A COMPUERTAS # KILOMETRO 0 - 630 DPL A,AIRE CARIBE_SOL,MANATÍ,CARRETERA PUENTE AMARILLO A COMPUERTAS # KILOMETRO 0 - 630 DPL A,23123034.0,10.87.211.177,BIA.CLARO.COM.CO
Frt59542,7717020,19295.0,Texvigar SAS CR 6 68-72 LOC 123,AFINIA CARIBE_MAR,MONTERÍA,CR 6 68-72 LOC 123,23041174.0,10.196.7.15,BIA.TIGO.COM
Frt63675,77869878,12596.0,WILFREDO ROJAS MACIAS,ELECTROHUILA HUILA,SAN AGUSTÍN,VDA LOS CAUCHOS,23123121.0,10.87.220.185,BIA.CLARO.COM.CO
Frt59550,17339646,19382.0,Copservir Ltda CL 14 CR 20 - 11 APTO 1,AIRE CARIBE_SOL,SANTA MARTA,CL 14 CR 20 - 11 APTO 1,23041255.0,10.87.219.253,BIA.CLARO.COM.CO
