id_de_compañia,niu,id_contrato,nombre_de_la_compañia,operador_de_red,ciudad,direccion,medidor,ip,apn
Frt46809,0658414,4.0,ANA MARGARITA ALBIR SARMIENTO,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 2 ESTE # 109-74,22051097.0,10.196.0.246,BIA.TIGO.COM
Frt47172,2511440,40.0,MUNCHER NIMIS CHICO 93-2,ENEL CUNDINAMARCA,Bogotá D.C.,KR 12 NO 93 - 43 IN LOCAL 2,22051232.0,10.87.223.172,BIA.CLARO.COM.CO
Frt47171,619906,41.0,MUNCHER CHICO 93-2,ENEL CUNDINAMARCA,Bogotá D.C.,KR 12 NO 93 - 57,22051231.0,10.87.223.245,BIA.CLARO.COM.CO
Frt47398,442380,87.0,MUNCHER CHAPINERO 61-1,ENEL CUNDINAMARCA,Bogotá D.C.,KR 9 NO 61 - 86,22051233.0,10.196.2.223,BIA.TIGO.COM
Frt47399,442381,88.0,MUNCHER CHAPINERO 61-2,ENEL CUNDINAMARCA,Bogotá D.C.,KR 9 NO 61 - 88,23101052.0,10.196.1.43,BIA.TIGO.COM
Frt47413,2449923,89.0,MUNCHER PLANTA CLL 71,ENEL CUNDINAMARCA,Bogotá D.C.,CL 71 A NO 17 - 46,22051237.0,10.196.0.255,BIA.TIGO.COM
Frt47401,4061289,91.0,MUNCHER COLINA 143,ENEL CUNDINAMARCA,Bogotá D.C.,KR 46 NO 143 - 42,22051239.0,10.196.58.9,BIA.TIGO.COM
Frt47424,7171497,93.0,EUROFUTURO S.A.S.,ENEL CUNDINAMARCA,Bogotá D.C.,CL 24 BIS NO 48 - 37 LC 4,22091071.0,10.196.1.31,BIA.TIGO.COM
Frt47423,7420456,94.0,MUNCHER CHICO 93-4,ENEL CUNDINAMARCA,Bogotá D.C.,CL 93 B NO 13 - 55,22091072.0,10.196.0.251,BIA.TIGO.COM
Frt47433,613249,95.0,MUNCHER CHICO 93-3,ENEL CUNDINAMARCA,Bogotá D.C.,CL 93 NO 12 - 11,22091073.0,10.196.1.3,BIA.TIGO.COM
Frt47407,3475023,97.0,MUNCHER SANTA BARBARA 122,ENEL CUNDINAMARCA,Bogotá D.C.,CL 122 NO 15 A - 64 PI 1,22091075.0,10.196.1.20,BIA.TIGO.COM
Frt47415,4726095,100.0,INSURGENTES SEDE CLL 93,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 93b # 13-91 Local 2,22091083.0,10.196.1.7,BIA.TIGO.COM
Frt47708,2156468,868.0,KEEP & GO SEDE CLL 153,ENEL CUNDINAMARCA,Bogotá D.C.,Cra 7 # 153-69,22091086.0,10.87.214.90,BIA.CLARO.COM.CO
Frt47830,135160,990.0,SOCIEDAD COMERCIAL LA BUGUEÑA SA PLANTA 2,ENEL CUNDINAMARCA,Bogotá D.C.,CL 29 SUR NO 29 C - 66,22091092.0,10.87.224.19,BIA.CLARO.COM.CO
Frt48978,982352,991.0,TODOS COMEMOS S.A.S CUENTA 1,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 196 b 20-91,22091105.0,10.87.214.101,BIA.CLARO.COM.CO
Frt49006,7011566,1232.0,BUFFALO WINGS CALLE 140,ENEL CUNDINAMARCA,Bogotá D.C.,CL 140 11 45 (Local 2),22091106.0,10.196.0.235,BIA.TIGO.COM
Frt49007,1544413,1233.0,BUFFALO WINGS CALLE 85,ENEL CUNDINAMARCA,Bogotá D.C.,CL 85 12 61 IN 3 (Cale 85 12-63 Dir Segun Usuario),22091107.0,10.196.1.8,BIA.TIGO.COM
Frt49033,7011567,1234.0,La Taquería - Calle 140,ENEL CUNDINAMARCA,Bogotá D.C.,CL 140 11 45,22091108.0,10.196.1.14,BIA.TIGO.COM
Frt49008,6561947,1235.0,DOS CHINGONES CALLE 106,ENEL CUNDINAMARCA,Bogotá D.C.,AK 19 106 -12 LOCAL 3,22091109.0,10.196.1.26,BIA.TIGO.COM
Frt49009,3603807,1236.0,BUFFALO WINGS CENTRO INTERNACIONAL,ENEL CUNDINAMARCA,Bogotá D.C.,CL 32 06B 43 (Calle 32 6B-32 Edificio San Martin segun el usuario),22091110.0,10.196.0.237,BIA.TIGO.COM
Frt49010,1105016,1237.0,BUFFALO WINGS ILARCO,ENEL CUNDINAMARCA,Bogotá D.C.,CL 114 56 92,22091111.0,10.196.0.225,BIA.TIGO.COM
Frt49078,5.5712e+16,587.0,CC EL DIAMANTE CLL 52 107,EPM ANTIOQUIA,MEDELLÍN,CL 52 CR 73 - 107,22093061.0,10.196.0.201,BIA.TIGO.COM
Frt49112,1517489,211.0,PETROPLASTING,ENEL CUNDINAMARCA,Bogotá D.C.,CL 17 A NO 97 - 10 PI 1,22091112.0,10.87.213.228,BIA.CLARO.COM.CO
Frt49183,1610074,105.0,ICOFORMAS S.A.S BODEGA 2,ENEL CUNDINAMARCA,Bogotá D.C.,CL 49 SUR 72B - 17 SANICOC BOD 2,22093063.0,10.196.1.12,BIA.TIGO.COM
Frt49198,1610073,106.0,ICOFORMAS S.A.S BODEGA 1,ENEL CUNDINAMARCA,Bogotá D.C.,CL 49 SUR 72B - 23 BODEGA 1 BARRIO LAS DELICIAS,22093064.0,10.196.1.5,BIA.TIGO.COM
Frt49443,517188,1835.0,OFICINA ADMINISTRATIVA - CR5,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 5 #67 - 12,21104113.0,10.196.1.41,BIA.TIGO.COM
Frt49444,3299673,698.0,HOME DOMICILIOS 3,ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 58 # 169A-55 LOCAL 37 CC PUNTO 170,22091116.0,10.196.1.4,BIA.TIGO.COM
Frt49445,6332981,46.0,HOME DOMICILIOS 2,ENEL CUNDINAMARCA,Bogotá D.C.,AK 58 # 128-18 LOCAL 2 ,22091117.0,10.196.0.214,BIA.TIGO.COM
Frt49755,361874,2491.0,Autoniza KR 31 Américas,ENEL CUNDINAMARCA,Bogotá D.C.,KR 31 NO 22 C – 49 (Américas),22091081.0,10.87.213.119,BIA.CLARO.COM.CO
Frt49783,1658573,2493.0,Autoniza SA CLL 164 BODG 5 Toberin,ENEL CUNDINAMARCA,Bogotá D.C.,CL 164 NO 19B - 21 IN 5 BODEGA 5 LAS ORQUIDEAS BOGOTA,22091089.0,10.196.1.40,BIA.TIGO.COM
Frt49760,1658571,934.0,Autoniza CL 164 Toberín,ENEL CUNDINAMARCA,Bogotá D.C.,"CL 164 NO 19 B 21 – IN 5 (Toberín)
",22091185.0,10.196.1.21,BIA.TIGO.COM
Frt49776,4712067,1155.0,Banco Coopcentral Bogotá Local 103,ENEL CUNDINAMARCA,Bogotá D.C.,Av. Pepe Sierra #23-06 (Local 103),22091079.0,10.196.1.34,BIA.TIGO.COM
Frt49790,6273780,931.0,Autoniza CLL 170 - STAR NIZA 170,ENEL CUNDINAMARCA,Bogotá D.C.,"AC 170 NO 69 - 80 BOGOTÁ, D.C. SAN JOSÉ DE BAVARIA",21112455.0,10.196.1.15,BIA.TIGO.COM
Frt49775,3878171,2527.0,HOTEL CLICK CLACK SEDE BOGOTÁ,ENEL CUNDINAMARCA,Bogotá D.C.,AVENIDA CARRERA 11 NO 93 - 77,22093072.0,10.196.1.11,BIA.TIGO.COM
Frt49860,6611772,2528.0,HOME 20 - Carrera 68 A # 24 B-10 LOCAL 2-09,ENEL CUNDINAMARCA,Bogotá D.C.,Carrera 68 A # 24 B-10 LOCAL 2-09,22091192.0,10.196.0.136,BIA.TIGO.COM
Frt49861,471385,2529.0,HOME 21 - KR 24 NO 52 - 20 ,ENEL CUNDINAMARCA,Bogotá D.C.,KR 24 NO 52 - 20,22091191.0,10.196.0.174,BIA.TIGO.COM
Frt49862,6586729,2530.0,HOME 22 - CLL 19A,ENEL CUNDINAMARCA,Bogotá D.C.,Cll. 19A #72-57 MULTIPLAZA LOCAL C138,22091190.0,10.196.0.165,BIA.TIGO.COM
Frt49859,3588347,802.0,EDIFICIO 70 PI 3 Y4,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 70 # 4 - 82 PI 3-4,22091187.0,10.196.0.194,BIA.TIGO.COM
Frt49858,3588345,683.0,EDIFICIO 70 PI 2,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 70 # 4 - 82 PI 2,22091188.0,10.196.0.194,BIA.TIGO.COM
Frt49857,507579,801.0,EDIFICIO 70 AP 100,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 70 # 4 - 83 Ap 100,22091186.0,10.196.0.194,BIA.TIGO.COM
Frt49872,3588346,803.0,EDIFICIO 70 SOTANO,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 70 # 4 - 82 Sotano,22111069.0,10.196.0.194,BIA.TIGO.COM
Frt49873,2318513,518.0,Movet Calle 80,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 80 No 89A-59,22111071.0,10.196.0.161,BIA.TIGO.COM
Frt49881,519973,1365.0,THE PUB SAS SEDE QUINTA CAMACHO,ENEL CUNDINAMARCA,Bogotá D.C.,Cra. 10a #70-48 (Quinta camacho),22051236.0,10.196.0.189,BIA.TIGO.COM
Frt50055,71720,1467.0,HOTEL SAN FERNANDO REAL,EMCALI CALI,CALI,Calle 5 b1 # 36-40 Hotel San Fernando Real,22093078.0,10.196.0.166,BIA.TIGO.COM
Frt50010,5.13102e+16,212.0,HOTEL CLICK CLACK SEDE MEDELLÍN,EPM ANTIOQUIA,MEDELLÍN,CL 10B CR 37 - 29,22093077.0,10.196.0.135,BIA.TIGO.COM
Frt49882,649223,2671.0,The Pub SAS CL 117 USAQUEN,ENEL CUNDINAMARCA,Bogotá D.C.,Cl. 117 #6a-5 (Usaquen),22091114.0,10.196.0.106,BIA.TIGO.COM
Frt49878,2291308,1405.0,THE PUB SAS SEDE CANDELARIA,ENEL CUNDINAMARCA,Bogotá D.C.,Cra. 3 #12-37 (In 101),22051235.0,10.87.224.102,BIA.CLARO.COM.CO
Frt43530,5.24161e+16,2669.0,LACTEOS BUENOS AIRES SAS,EPM ANTIOQUIA,MEDELLÍN,CL 26 A CR 43 F,21112454.0,10.196.0.242,BIA.TIGO.COM
Frt50084,5.132700010012e+16,2919.0,HOME MEDELLÍN 2 - CR 37,EPM ANTIOQUIA,MEDELLÍN,Cra 37 # 10A-12,22111072.0,10.196.0.138,BIA.TIGO.COM
Frt50038,4270388,2343.0,SNACK FIT ME PI 1 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,kr 5 No 69-26 PL 1,22111074.0,10.87.220.208,BIA.CLARO.COM.CO
Frt50039,4270389,2344.0,SNACK FIT ME PI 2 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,kr 5 No 69-26 PL 2,22111075.0,10.87.223.128,BIA.CLARO.COM.CO
Frt25082,188637,1763.0,Colorplastic SAS 1,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 70 No 21 80 sur (21 - 62 sur),22093084.0,10.196.0.74,BIA.TIGO.COM
Frt21035,188634,1764.0,Colorplastic SAS 2,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 70 No 21 72 Sur,22093085.0,10.87.216.56,BIA.TIGO.COM
Frt21030,188632,1765.0,Colorplastic SAS 3,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 70 No 21 62 Sur,22093086.0,10.196.0.45,BIA.TIGO.COM
Frt22204,767064,2884.0,PREFLEX S.A.S,ENEL CUNDINAMARCA,SOACHA,Carrera 2 No 56 - 44 Zona industrial Cazuca,22093082.0,10.87.214.24,BIA.CLARO.COM.CO
Frt50742,36160,3240.0,BANCO COOPCENTRAL BUCARAMANGA,ESSA SANTANDER,BUCARAMANGA,Cra. 19 #34-14 (URB CENTRO),22093080.0,10.196.0.180,BIA.TIGO.COM
Frt08696,18896159,3129.0,COCINAS OCULTAS SEDE BARRANQUILLA,AIRE CARIBE_SOL,BARRANQUILLA,Calle 93# 43-41,23103033.0,172.24.8.88,XMAASRTIOT
Frt50247,11,2988.0,AUTONIZA 170 BOG CHEVROLET,ENEL CUNDINAMARCA,Bogotá D.C.,DG 170 NO 69 - 80,22093073.0,10.196.0.33,BIA.TIGO.COM
Frt50255,2272280,3023.0,NOVAFERT,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 10 No 89-12,22111078.0,10.196.0.96,BIA.TIGO.COM
Frt50252,1708001,3024.0,FITHUB BOGOTA CALLE 93,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 93 A No 11-46 LC 2,22111076.0,10.196.0.10,BIA.TIGO.COM
Frt50246,4836455,3096.0,PUPPIS CL 53 LOCAL 102.,ENEL CUNDINAMARCA,Bogotá D.C.,"CL 53 NO 16 - 55, LC 102",22111086.0,10.196.0.47,BIA.TIGO.COM
Frt50256,1,2952.0,FOODOLOGY CL 93 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 46 NO 93 - 08 LC 4,22111096.0,10.87.208.74,BIA.CLARO.COM.CO
Frt50248,1,2954.0,FOODOLOGY KENNEDY BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 26 SUR NO 72 C - 84,22111101.0,10.196.0.254,BIA.CLARO.COM.CO
Frt46569,,,AGPE Colorplastic SAS 1,ENEL CUNDINAMARCA,Bogotá D.C.,CRA 70 No 21 80 sur (21 - 62 sur),22093084.0,10.196.0.74,BIA.TIGO.COM
Frt50254,504177,1581.0,Domo Burguer,ENEL CUNDINAMARCA,Bogotá D.C.,Cra. 82 #23-41,22111077.0,10.196.0.66,BIA.TIGO.COM
Frt50423,2.34280022013903e+16,3206.0,HOME MEDELLÍN 3 - CR 48,EPM ANTIOQUIA,ENVIGADO,Cr 48 # 32B sur-139 C.C VIVA ENVIGADO Local 323,22091113.0,10.196.0.175,BIA.TIGO.COM
Frt50303,680598,3173.0,PUPPIS KR 15 - 122,ENEL CUNDINAMARCA,Bogotá D.C.,KR 15 A NO 122 - 26,22111093.0,10.196.0.28,BIA.TIGO.COM
Frt50348,441550,3169.0,PUPPIS KR 8,ENEL CUNDINAMARCA,Bogotá D.C.,KR 8 NO 63 - 63,22111088.0,10.196.0.93,BIA.TIGO.COM
Frt50349,681863,3164.0,PUPPIS AK 19,ENEL CUNDINAMARCA,Bogotá D.C.,AK 19 NO 138 - 33,22111080.0,10.196.0.82,BIA.TIGO.COM
Frt50322,515387,3306.0,PUPPIS CL 85,ENEL CUNDINAMARCA,Bogotá D.C.,CL 85 NO 12 - 29 IN 1,22111090.0,172.24.9.113,XMAASRTIOT
Frt50264,621315,3171.0,PUPPIS KR 15 - 94 LC 2,ENEL CUNDINAMARCA,Bogotá D.C.,KR 15 NO 94 - 52 LC 2,22111082.0,10.196.0.37,BIA.TIGO.COM
Frt50263,6447964,3163.0,PUPPIS KR 15 - 94 LC 1,ENEL CUNDINAMARCA,Bogotá D.C.,KR 15 NO 94 - 52 LC 1,22111094.0,10.87.208.87,BIA.CLARO.COM.CO
Frt50350,502759,3162.0,PUPPIS MODELIA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 75 NO 23 G - 14,22111095.0,10.87.213.251,BIA.CLARO.COM.CO
Frt50257,2140390,3172.0,PUPPIS CL 53 LOCAL 2,ENEL CUNDINAMARCA,Bogotá D.C.,"CL 53 NO 16 - 55, LOCAL 2",22111081.0,10.196.0.15,BIA.TIGO.COM
Frt50324,1411584,3165.0,PUPPIS CL 109,ENEL CUNDINAMARCA,Bogotá D.C.,CL 109 NO 17 - 26 Ap 102,22111092.0,10.196.72.90,BIA.TIGO.COM
Frt50315,675509,3170.0,PUPPIS KR 46,ENEL CUNDINAMARCA,Bogotá D.C.,KR 46 NO 143 - 37,22111083.0,10.196.0.72,BIA.TIGO.COM
Frt50317,4707684,3307.0,PUPPIS CL 140,ENEL CUNDINAMARCA,Bogotá D.C.,CL 140 NO 09 - 70 LC 2,22111084.0,10.196.0.13,BIA.TIGO.COM
Frt50321,6539801,3168.0,PUPPIS CL 95,ENEL CUNDINAMARCA,Bogotá D.C.,CL 95 NO 71 - 87 LC 3,22111089.0,10.196.0.34,BIA.TIGO.COM
Frt50323,1094766,3166.0,PUPPIS CL 167,ENEL CUNDINAMARCA,Bogotá D.C.,CL 167 A NO 62 - 77,22111091.0,10.87.222.162,BIA.CLARO.COM.CO
Frt50342,,,AGPE Gato Dumas Sede Bogotá,ENEL CUNDINAMARCA,Bogotá D.C.,Ak 20 # 86 - 21 - Bogotá,22053241.0,10.196.1.23,BIA.TIGO.COM
Frt50743,252361,3915.0,MOSTO BISTRO BGA,ESSA SANTANDER,BUCARAMANGA,CRA 29 41 25 SOTOMAYOR,22111102.0,10.196.0.171,BIA.TIGO.COM
Frt50405,1559192,3341.0,MARMISOL PLANTA PROD BOG,ENEL CUNDINAMARCA,Bogotá D.C.,Carrera 19 # 164 -52 Barrio Toberin,22093087.0,172.24.9.118,XMAASRTIOT
Frt50406,717384,3342.0,MARMISOL PUNTO DE VENTA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 163 No 22-59,22111079.0,10.87.214.63,BIA.CLARO.COM.CO
Frt50403,6954246,3343.0,VARIETALES EXTERNADO CL 12 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 12 NO 01 - 20 LC 1,22111106.0,10.87.211.112,BIA.CLARO.COM.CO
Frt50404,426352,3344.0,VARIETALES JAVERIANA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 41 NO 8 - 43,22111104.0,10.196.0.19,BIA.TIGO.COM
Frt51073,1929799,5411.0,LOS COCHES AV 3N CLO,EMCALI CALI,CALI,AV 3N #33 AN 11,22093091.0,10.196.0.9,BIA.TIGO.COM
Frt50765,191466,5083.0,RAPPI TURBO SAN VICENTE CLO,EMCALI CALI,CALI,CL 30 NORTE AV 2 B-84,22111115.0,10.196.4.178,BIA.TIGO.COM
Frt51320,21115094,3740.0,SILVIA MARIA CASTAÑEDA DE ROMAN BAQ,AIRE CARIBE_SOL,BARRANQUILLA,Cra 74 # 76-50 Bodega 2,22111110.0,10.196.0.22,BIA.TIGO.COM
Frt51317,20059524,3704.0,FITHUB CRA 51 BAQ,AIRE CARIBE_SOL,BARRANQUILLA,Carrera 51 calle 82 - 223 LC 101,23042008.0,10.196.5.17,BIA.TIGO.COM
Frt51323,21310857,3706.0,FITHUB CRA 74 LC3 BAQ,AIRE CARIBE_SOL,BARRANQUILLA,Cra 74 # 76-74 LOC 3,22111112.0,10.196.0.44,BIA.TIGO.COM
Frt54100,17132884,3845.0,SNACK FIT ME Carrera 59C,AIRE CARIBE_SOL,BARRANQUILLA,Carrera 59C NO 81-126,22111114.0,10.196.0.62,BIA.TIGO.COM
Frt50896,17174041,4348.0,FUNDACION RONALD MC DONALD SEDE CARTAGENA,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,Carrera 37 # 29 - 123  El prado,22093068.0,10.196.0.146,BIA.TIGO.COM
Frt57787,21116819,5048.0,RESTAURANTE EUREKA CL 26 CTG,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 26 21-11 P 1 APTO 2 MANGA,22016179.0,10.196.0.52,BIA.TIGO.COM
Frt65220,17091158,22222.0,GRUPO MI CORRAL S.A. CR 46 CL 85 - 27 DPL CN9420,AIRE CARIBE_SOL,BARRANQUILLA,CR 46 CL 85 - 27 DPL CN9420,23101428.0,10.196.57.58,BIA.TIGO.COM
Frt71432,19510026,25526.0,bonchebar CL 26 25-78 APTO 2 GETSEMANI,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CL 26 25-78 APTO 2 GETSEMANI,23121139.0,10.87.212.83,BIA.CLARO.COM.CO
Frt51650,17998235,3841.0,LITOGRAFÍA JULIO GAMEZ VDP,AFINIA CARIBE_MAR,VALLEDUPAR,Calle 17 # 11-70,23061133.0,10.87.210.226,BIA.CLARO.COM.CO
Frt50758,19385918,3911.0,GALAVANTA TRAVEL CTG,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CALLE 2 A DE BADILLO 36-149 P 2 APTO 1,22111260.0,10.196.0.139,BIA.TIGO.COM
Frt50897,18320485,3531.0,SEVEN COMPANY CTG,AFINIA CARIBE_MAR,CARTAGENA DE INDIAS,CR 8A 33-10 P 3 OFI 4,22111109.0,10.196.0.80,BIA.TIGO.COM
Frt35067,1607143,3385.0,DLK LA BRASSERIE LC102 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 13 NO 85 35 LC 102 LA CABRERA,22111173.0,10.196.4.53,BIA.TIGO.COM
Frt35060,619956,3384.0,DLK LA BRASSERIE 2 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 13 NO 85 35 AP 101 LA CABRERA,22111174.0,10.196.0.64,BIA.TIGO.COM
Frt37600,6956241,3383.0,DLK SEMOLINA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 109 NO 17 63 SAN PATRICIO,22093099.0,10.196.0.63,BIA.TIGO.COM
Frt10062,3397777,3382.0,MALLPLAZA NQS BOG,ENEL CUNDINAMARCA,Bogotá D.C.,AC 19 # 28-80,22093092.0,10.87.212.127,BIA.CLARO.COM.CO
Frt35122,2026613,3381.0,DLK AGADON BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 13 NO 85 81 PISO 2 LA CABRERA,22111177.0,10.196.0.183,BIA.TIGO.COM
Frt35071,619955,3380.0,DLK DI LUCCA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 13 NO 85 32 LA CABRERA,22111178.0,10.196.57.192,BIA.TIGO.COM
Frt35068,620021,3379.0,DLK PRIMI BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 86 A 13 11 LA CABRERA,22111175.0,10.196.0.51,BIA.TIGO.COM
Frt35123,619953,3378.0,DLK CASA BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 13 NO 85 24 LA CABRERA,22111176.0,10.196.0.5,BIA.TIGO.COM
Frt35124,6456647,3377.0,DLK FONTANAR BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CENTRO COMERCIAL FONTANAR LC 253,22093098.0,10.196.0.32,BIA.TIGO.COM
Frt50525,508379,3422.0,CASA CAMACHO LC 2 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 70A NO 11 - 10,22111118.0,10.196.0.61,BIA.TIGO.COM
Frt50526,508378,3421.0,CASA CAMACHO LC 3 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 70A NO 11 - 10 PI 2,22094009.0,10.87.220.218,BIA.TIGO.COM
Frt50470,2333756,3419.0,FEMSA CEDI - BOGOTA D.C,ENEL CUNDINAMARCA,Bogotá D.C.,Cra 72D 57D sur -200,22093090.0,10.196.0.70,BIA.TIGO.COM
Frt07988,739336695,3418.0,FEMSA CEDI - DUITAMA,EBSA BOYACA,DUITAMA,CLL 20 35 72,22093095.0,10.196.0.75,BIA.TIGO.COM
Frt50527,4207690,3600.0,BUFFALO WINGS CAPITAL TOWER BOG,ENEL CUNDINAMARCA,Bogotá D.C.,AC 24 NO 51 - 40 LC 104,22111120.0,10.196.0.50,BIA.TIGO.COM
Frt50532,1708002,3494.0,BUFFALO WINGS PARQUE 93 1 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 93 11 54 AP 300,22111169.0,10.196.0.59,BIA.TIGO.COM
Frt50533,4207689,3490.0,DOS DEL ALMA CAPITAL TOWER BOG,ENEL CUNDINAMARCA,Bogotá D.C.,AC 24 51 40 LOCAL 102,22111170.0,10.196.0.48,BIA.TIGO.COM
Frt50562,1708003,3491.0,BUFFALO WINGS PARQUE 93 2 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 93 11 54 AP 400,22111171.0,10.196.0.11,BIA.TIGO.COM
Frt50560,6492086,3492.0,BUFFALO WINGS LA FELICIDAD 2 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 19 A 72-57 LOCAL A170,22093100.0,10.196.0.94,BIA.TIGO.COM
Frt50561,6586632,3493.0,BUFFALO WINGS LA FELICIDAD 1 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,CL 19 A 72-57 LOCAL A106,22111172.0,10.196.0.92,BIA.TIGO.COM
FRT50589,3923178,4021.0,CARLOS ANDRES FERNANDEZ GOMEZ,ENEL CUNDINAMARCA,Bogotá D.C.,calle 119 no 12 16 piso 2,22111183.0,10.87.222.137,BIA.CLARO.COM.CO
Frt04007,921302,3495.0,LAMINADOS JAB CUENTA #1,ENEL CUNDINAMARCA,SOACHA,DIAGONAL 30 SUR No. 5-580,22093101.0,10.196.72.101,BIA.TIGO.COM
Frt50579,3289134,3634.0,IC NUEVO MILENIUM PISO 1,ENEL CUNDINAMARCA,Bogotá D.C.,AC 127 NO 07 – 89 PI 1 PI 1,22111181.0,10.196.0.115,BIA.TIGO.COM
Frt50580,3289135,3635.0,IC NUEVO MILENIUM ZONAS COMUNES,ENEL CUNDINAMARCA,Bogotá D.C.,AC 127 NO 07 – 89 SERVICIOS COMUNES,22111182.0,10.196.0.131,BIA.TIGO.COM
Frt50577,3376336,3456.0,INNOMED CUENTA 1,ENEL CUNDINAMARCA,Bogotá D.C.,Calle 74 b # 69 H 14 LC 1,22111179.0,10.196.0.41,BIA.TIGO.COM
Frt50578,7680014,3489.0,INNOMED CUENTA 2,ENEL CUNDINAMARCA,Bogotá D.C.,kr 69 h No 74 b 13,22111180.0,10.87.213.146,BIA.CLARO.COM.CO
Frt50919,5.04231051011301e+16,6103.0,HOME MEDELLÍN 1 - CR43A,EPM ANTIOQUIA,MEDELLÍN,CR 43A - # 5A - 113 Local - 0106 - ONE PLAZA,22091115.0,10.196.0.151,BIA.TIGO.COM
Frt50643,169298,4022.0,INVERSIONES INMOBILIARIAS FMO CR 52 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,Cr 52 c # 41b sur 22 piso 2,23021098.0,10.196.57.3,BIA.TIGO.COM
Frt50626,729195,4023.0,RAPPI TURBO CEDRITOS BOG,ENEL CUNDINAMARCA,Bogotá D.C.,AK 19 NO 150 - 30,22111185.0,10.196.0.185,BIA.TIGO.COM
Frt50975,18915434,6205.0,ACONDESA MERCAPOLLO LC2 MTR,AFINIA CARIBE_MAR,MONTERÍA,CL 12 CR 8D-60,22111194.0,10.87.213.238,BIA.CLARO.COM.CO
Frt50921,18920220,6102.0,ACONDESA MERCAPOLLO LC1 MTR,AFINIA CARIBE_MAR,MONTERÍA,CL 12 #8D-60,22111193.0,10.196.0.108,BIA.TIGO.COM
Frt11502,19551137,5224.0,CASA WASHINGTON,AIRE CARIBE_SOL,BARRANQUILLA,CR 53 CL 80-70,22093102.0,10.196.72.137,BIA.TIGO.COM
Frt11497,19551138,5190.0,OFICINA PRINCIPAL,AIRE CARIBE_SOL,BARRANQUILLA,CR 57 CL 75-20,22093103.0,10.196.0.102,BIA.TIGO.COM
Frt11496,19551136,5223.0,NORTH TERRA SAS,AIRE CARIBE_SOL,BARRANQUILLA,CL 75 CR 57-17,22093104.0,10.196.59.15,BIA.TIGO.COM
Frt50763,519971,5086.0,BURGER DEPOT KR 10 NO 70- 30 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 10 NO 70- 30,22111195.0,10.87.214.135,BIA.CLARO.COM.CO
Frt50762,558061,5085.0,VERDI DESIGNS KR 69 BOG,ENEL CUNDINAMARCA,Bogotá D.C.,KR 69 P NO 78-67,22111196.0,10.196.71.222,BIA.TIGO.COM
Frt50766,404756,3988.0,CARIBE BROCHAS KR 56 BOG 1,ENEL CUNDINAMARCA,Bogotá D.C.,KR 56 NO 14 28,22093105.0,10.87.222.157,BIA.TIGO.COM
Frt50767,404753,3955.0,CARIBE BROCHAS KR 56 BOG 2,ENEL CUNDINAMARCA,Bogotá D.C.,KR 56 NO 14 - 28 PI 1,22111197.0,10.87.224.7,BIA.CLARO.COM.CO
